site,date,lizard_id,comments,order,count
WMONI,08-Nov-14,WMONI-523-37,NA,gastropoda,1
WMONI,08-Nov-14,WMONI-523-29,NA,coleoptera,1
WMONI,08-Nov-14,WMONI-523-29,NA,lepidoptera,1
WMONI,08-Nov-14,WMONI-523-13,NA,coleoptera,3
WMONI,08-Nov-14,WMONI-523-31,NA,hemiptera,2
WMONI,08-Nov-14,WMONI-523-31,NA,raphidioptera,1
WMONI,08-Nov-14,WMONI-523-31,NA,lepidoptera_larvae,1
WMONI,08-Nov-14,WMONI-523-11,NA,coleoptera,2
WMONI,08-Nov-14,WMONI-523-11,NA,gastropoda,1
WMONI,08-Nov-14,WMONI-523-25,NA,coleoptera,1
WMONI,08-Nov-14,WMONI-523-25,NA,hymenoptera,2
WMONI,08-Nov-14,WMONI-523-49,NA,coleoptera,1
WMONI,08-Nov-14,WMONI-523-49,NA,hemiptera,1
WMONI,08-Nov-14,WMONI-523-49,NA,hymenoptera,1
WMONI,08-Nov-14,WMONI-523-32,NA,coleoptera,2
WMONI,08-Nov-14,WMONI-523-32,NA,lepidoptera_larvae,1
WMONI,08-Nov-14,WMONI-523-50,NA,coleoptera,1
WMONI,08-Nov-14,WMONI-523-50,NA,hemiptera,2
WMONI,08-Nov-14,WMONI-523-50,NA,hymenoptera,2
WMONI,08-Nov-14,WMONI-523-50,NA,gastropoda,1
WMONI,08-Nov-14,WMONI-523-06,NA,coleoptera,1
WMONI,08-Nov-14,WMONI-523-06,NA,hemiptera,1
WMONI,08-Nov-14,WMONI-523-06,NA,hymenoptera,1
