sample,site,sample_type,date,lizard_id,order,count,comments
DI-VIGLA-517_22,VIGLA,diet,07-Nov-14,VIGLA-517-22,coleoptera,1,NA
DI-VIGLA-517_22,VIGLA,diet,07-Nov-14,VIGLA-517-22,hemiptera,48,NA
DI-VIGLA-517_22,VIGLA,diet,07-Nov-14,VIGLA-517-22,gastropoda,1,NA
DI-VIGLA-517_22,VIGLA,diet,07-Nov-14,VIGLA-517-22,larvae,2,NA
DI-VIGLA-517_21,VIGLA,diet,07-Nov-14,VIGLA-517-21,hemiptera,1,NA
DI-VIGLA-517_21,VIGLA,diet,07-Nov-14,VIGLA-517-21,hymenoptera,1,NA
DI-VIGLA-517_21,VIGLA,diet,07-Nov-14,VIGLA-517-21,araneae,2,NA
DI-VIGLA-517_21,VIGLA,diet,07-Nov-14,VIGLA-517-21,larvae,2,NA
DI-VIGLA-517_17,VIGLA,diet,07-Nov-14,VIGLA-517-17,coleoptera,1,NA
DI-VIGLA-517_17,VIGLA,diet,07-Nov-14,VIGLA-517-17,hemiptera,2,NA
DI-VIGLA-517_17,VIGLA,diet,07-Nov-14,VIGLA-517-17,hymenoptera,3,NA
DI-VIGLA-517_17,VIGLA,diet,07-Nov-14,VIGLA-517-17,gastropoda,1,NA
DI-VIGLA-517_12,VIGLA,diet,07-Nov-14,VIGLA-517-12,hemiptera,2,NA
DI-VIGLA-517_25,VIGLA,diet,07-Nov-14,VIGLA-517-25,coleoptera,2,NA
DI-VIGLA-517_25,VIGLA,diet,07-Nov-14,VIGLA-517-25,hemiptera,1,NA
DI-VIGLA-517_25,VIGLA,diet,07-Nov-14,VIGLA-517-25,gastropoda,1,NA
DI-VIGLA-517_18,VIGLA,diet,07-Nov-14,VIGLA-517-18,coleoptera,1,NA
DI-VIGLA-517_18,VIGLA,diet,07-Nov-14,VIGLA-517-18,hemiptera,22,NA
DI-VIGLA-517_18,VIGLA,diet,07-Nov-14,VIGLA-517-18,hymenoptera,3,NA
DI-VIGLA-517_18,VIGLA,diet,07-Nov-14,VIGLA-517-18,lepidoptera,1,NA
DI-VIGLA-517_18,VIGLA,diet,07-Nov-14,VIGLA-517-18,gastropoda,1,NA
DI-WMONI-523_30,WMONI,diet,08-Nov-14,WMONI-523-30,coleoptera,1,NA
DI-WMONI-523_30,WMONI,diet,08-Nov-14,WMONI-523-30,hymenoptera,1,NA
DI-WMONI-523_18,WMONI,diet,08-Nov-14,WMONI-523-18,araneae,1,NA
DI-WMONI-523_34,WMONI,diet,08-Nov-14,WMONI-523-34,hymenoptera,1,NA
DI-WMONI-523_34,WMONI,diet,08-Nov-14,WMONI-523-34,lepidoptera,1,NA
DI-WMONI-523_34,WMONI,diet,08-Nov-14,WMONI-523-34,gastropoda,1,NA
DI-WMONI-523_27,WMONI,diet,08-Nov-14,WMONI-523-27,gastropoda,1,NA
DI-WMONI-523_27,WMONI,diet,08-Nov-14,WMONI-523-27,larvae,1,NA
DI-WMONI-523_09,WMONI,diet,08-Nov-14,WMONI-523-09,coleoptera,2,NA
DI-WMONI-523_09,WMONI,diet,08-Nov-14,WMONI-523-09,larvae,1,NA
DI-WMONI-523_51,WMONI,diet,08-Nov-14,WMONI-523-51,coleoptera,1,NA
DI-WMONI-523_51,WMONI,diet,08-Nov-14,WMONI-523-51,hemiptera,3,NA
DI-WMONI-523_51,WMONI,diet,08-Nov-14,WMONI-523-51,hymenoptera,2,NA
DI-WMONI-523_51,WMONI,diet,08-Nov-14,WMONI-523-51,orthoptera,1,NA
DI-WMONI-523_51,WMONI,diet,08-Nov-14,WMONI-523-51,gastropoda,1,NA
DI-WMONI-523_17,WMONI,diet,08-Nov-14,WMONI-523-17,coleoptera,2,NA
DI-WMONI-523_17,WMONI,diet,08-Nov-14,WMONI-523-17,hymenoptera,2,NA
DI-WMONI-523_17,WMONI,diet,08-Nov-14,WMONI-523-17,orthoptera,1,NA
DI-WMONI-523_36,WMONI,diet,08-Nov-14,WMONI-523-36,coleoptera,3,NA
DI-WMONI-523_36,WMONI,diet,08-Nov-14,WMONI-523-36,araneae,1,NA
DI-WMONI-523_36,WMONI,diet,08-Nov-14,WMONI-523-36,larvae,1,NA
DI-WMONI-523_41,WMONI,diet,08-Nov-14,WMONI-523-41,coleoptera,1,NA
DI-WMONI-523_41,WMONI,diet,08-Nov-14,WMONI-523-41,hemiptera,1,NA
DI-WMONI-523_22,WMONI,diet,08-Nov-14,WMONI-523-22,hemiptera,1,NA
DI-WMONI-523_22,WMONI,diet,08-Nov-14,WMONI-523-22,larvae,1,NA
DI-WMONI-523_19,WMONI,diet,08-Nov-14,WMONI-523-19,orthoptera,1,NA
DI-WMONI-523_10,WMONI,diet,08-Nov-14,WMONI-523-10,hymenoptera,1,NA
DI-WMONI-523_10,WMONI,diet,08-Nov-14,WMONI-523-10,orthoptera,1,NA
DI-WMONI-523_24,WMONI,diet,08-Nov-14,WMONI-523-24,hemiptera,1,NA
DI-WMONI-523_24,WMONI,diet,08-Nov-14,WMONI-523-24,araneae,1,NA
DI-WMONI-523_35,WMONI,diet,08-Nov-14,WMONI-523-35,hemiptera,1,NA
DI-WMONI-523_35,WMONI,diet,08-Nov-14,WMONI-523-35,orthoptera,2,NA
DI-WMONI-523_35,WMONI,diet,08-Nov-14,WMONI-523-35,larvae,1,NA
DI-WMONI-523_54,WMONI,diet,08-Nov-14,WMONI-523-54,hemiptera,1,NA
DI-WMONI-523_54,WMONI,diet,08-Nov-14,WMONI-523-54,gastropoda,1,NA
DI-WMONI-523_54,WMONI,diet,08-Nov-14,WMONI-523-54,larvae,1,NA
DI-WMONI-523_14,WMONI,diet,08-Nov-14,WMONI-523-14,coleoptera,2,NA
DI-WMONI-523_14,WMONI,diet,08-Nov-14,WMONI-523-14,hymenoptera,1,NA
DI-WMONI-523_14,WMONI,diet,08-Nov-14,WMONI-523-14,larvae,1,NA
DI-WMONI-523_15,WMONI,diet,08-Nov-14,WMONI-523-15,coleoptera,2,NA
DI-WMONI-523_15,WMONI,diet,08-Nov-14,WMONI-523-15,hemiptera,1,NA
DI-WMONI-523_03,WMONI,diet,08-Nov-14,WMONI-523-03,coleoptera,1,NA
DI-WMONI-523_03,WMONI,diet,08-Nov-14,WMONI-523-03,hemiptera,1,NA
DI-WMONI-523_03,WMONI,diet,08-Nov-14,WMONI-523-03,araneae,1,NA
DI-WMONI-523_23,WMONI,diet,08-Nov-14,WMONI-523-23,coleoptera,2,NA
DI-WMONI-523_23,WMONI,diet,08-Nov-14,WMONI-523-23,hemiptera,1,NA
DI-WMONI-523_23,WMONI,diet,08-Nov-14,WMONI-523-23,hymenoptera,1,NA
DI-WMONI-523_23,WMONI,diet,08-Nov-14,WMONI-523-23,larvae,2,NA
DI-WMONI-523_37,WMONI,diet,08-Nov-14,WMONI-523-37,coleoptera,1,NA
DI-WMONI-523_37,WMONI,diet,08-Nov-14,WMONI-523-37,hemiptera,2,NA
DI-WMONI-523_37,WMONI,diet,08-Nov-14,WMONI-523-37,hymenoptera,2,NA
DI-WMONI-523_37,WMONI,diet,08-Nov-14,WMONI-523-37,lepidoptera,1,NA
DI-WMONI-523_37,WMONI,diet,08-Nov-14,WMONI-523-37,araneae,2,NA
DI-WMONI-523_37,WMONI,diet,08-Nov-14,WMONI-523-37,gastropoda,1,NA
DI-WMONI-523_29,WMONI,diet,08-Nov-14,WMONI-523-29,coleoptera,1,NA
DI-WMONI-523_29,WMONI,diet,08-Nov-14,WMONI-523-29,lepidoptera,1,NA
DI-WMONI-523_13,WMONI,diet,08-Nov-14,WMONI-523-13,coleoptera,3,NA
DI-WMONI-523_31,WMONI,diet,08-Nov-14,WMONI-523-31,hemiptera,2,NA
DI-WMONI-523_31,WMONI,diet,08-Nov-14,WMONI-523-31,larvae,1,NA
DI-WMONI-523_11,WMONI,diet,08-Nov-14,WMONI-523-11,coleoptera,2,NA
DI-WMONI-523_11,WMONI,diet,08-Nov-14,WMONI-523-11,gastropoda,1,NA
DI-WMONI-523_25,WMONI,diet,08-Nov-14,WMONI-523-25,coleoptera,1,NA
DI-WMONI-523_25,WMONI,diet,08-Nov-14,WMONI-523-25,hymenoptera,2,NA
DI-WMONI-523_49,WMONI,diet,08-Nov-14,WMONI-523-49,coleoptera,1,NA
DI-WMONI-523_49,WMONI,diet,08-Nov-14,WMONI-523-49,hemiptera,1,NA
DI-WMONI-523_49,WMONI,diet,08-Nov-14,WMONI-523-49,hymenoptera,1,NA
DI-WMONI-523_32,WMONI,diet,08-Nov-14,WMONI-523-32,coleoptera,2,NA
DI-WMONI-523_32,WMONI,diet,08-Nov-14,WMONI-523-32,larvae,1,NA
DI-WMONI-523_50,WMONI,diet,08-Nov-14,WMONI-523-50,coleoptera,1,NA
DI-WMONI-523_50,WMONI,diet,08-Nov-14,WMONI-523-50,hemiptera,2,NA
DI-WMONI-523_50,WMONI,diet,08-Nov-14,WMONI-523-50,hymenoptera,2,NA
DI-WMONI-523_50,WMONI,diet,08-Nov-14,WMONI-523-50,gastropoda,1,NA
DI-WMONI-523_06,WMONI,diet,08-Nov-14,WMONI-523-06,coleoptera,1,NA
DI-WMONI-523_06,WMONI,diet,08-Nov-14,WMONI-523-06,hemiptera,1,NA
DI-WMONI-523_06,WMONI,diet,08-Nov-14,WMONI-523-06,hymenoptera,1,NA
